,index,x,y,z,SegmentationRegionSlice
584,152,-239.53125,-239.53125,-635.0,Outside of AOI
585,182,-239.53125,-239.53125,-633.5,Outside of AOI
586,860,-239.53125,-239.53125,-632.0,Outside of AOI
587,879,-239.53125,-239.53125,-630.5,Outside of AOI
588,248,-239.53125,-239.53125,-629.0,Outside of AOI
589,220,-239.53125,-239.53125,-627.0,Outside of AOI
590,155,-239.53125,-239.53125,-625.5,Outside of AOI
591,181,-239.53125,-239.53125,-624.0,Outside of AOI
592,18,-239.53125,-239.53125,-622.5,Outside of AOI
593,48,-239.53125,-239.53125,-621.0,Outside of AOI
594,113,-239.53125,-239.53125,-619.5,Outside of AOI
595,85,-239.53125,-239.53125,-618.0,Outside of AOI
596,151,-239.53125,-239.53125,-616.5,Outside of AOI
597,184,-239.53125,-239.53125,-615.0,Outside of AOI
598,821,-239.53125,-239.53125,-613.5,Outside of AOI
599,801,-239.53125,-239.53125,-612.0,Outside of AOI
600,857,-239.53125,-239.53125,-610.5,Outside of AOI
601,883,-239.53125,-239.53125,-609.0,Outside of AOI
602,978,-239.53125,-239.53125,-607.5,Outside of AOI
603,996,-239.53125,-239.53125,-606.0,Outside of AOI
604,940,-239.53125,-239.53125,-604.5,Outside of AOI
605,916,-239.53125,-239.53125,-603.0,Outside of AOI
606,112,-239.53125,-239.53125,-601.5,Outside of AOI
607,87,-239.53125,-239.53125,-600.0,Outside of AOI
608,975,-239.53125,-239.53125,-598.5,Outside of AOI
609,997,-239.53125,-239.53125,-597.0,Outside of AOI
610,939,-239.53125,-239.53125,-595.5,Outside of AOI
611,919,-239.53125,-239.53125,-594.0,Outside of AOI
612,824,-239.53125,-239.53125,-592.5,Outside of AOI
613,800,-239.53125,-239.53125,-591.0,Outside of AOI
614,858,-239.53125,-239.53125,-589.5,Outside of AOI
615,880,-239.53125,-239.53125,-588.0,Outside of AOI
616,878,-239.53125,-239.53125,-586.5,Outside of AOI
617,861,-239.53125,-239.53125,-585.0,Outside of AOI
618,225,-239.53125,-239.53125,-583.5,Outside of AOI
619,244,-239.53125,-239.53125,-582.0,Outside of AOI
620,179,-239.53125,-239.53125,-580.5,Outside of AOI
621,156,-239.53125,-239.53125,-579.0,Outside of AOI
622,42,-239.53125,-239.53125,-577.5,Outside of AOI
623,23,-239.53125,-239.53125,-576.0,Outside of AOI
624,88,-239.53125,-239.53125,-574.5,Outside of AOI
625,111,-239.53125,-239.53125,-573.0,Outside of AOI
626,920,-239.53125,-239.53125,-571.5,Outside of AOI
627,937,-239.53125,-239.53125,-570.0,Outside of AOI
628,43,-239.53125,-239.53125,-568.5,Outside of AOI
629,22,-239.53125,-239.53125,-567.0,Outside of AOI
630,89,-239.53125,-239.53125,-565.5,Outside of AOI
631,110,-239.53125,-239.53125,-564.0,Outside of AOI
632,224,-239.53125,-239.53125,-562.5,Outside of AOI
633,245,-239.53125,-239.53125,-561.0,Outside of AOI
634,178,-239.53125,-239.53125,-559.5,Outside of AOI
635,157,-239.53125,-239.53125,-558.0,Outside of AOI
636,21,-239.53125,-239.53125,-556.5,Outside of AOI
637,44,-239.53125,-239.53125,-555.0,Outside of AOI
638,941,-239.53125,-239.53125,-553.5,Outside of AOI
639,917,-239.53125,-239.53125,-552.0,Outside of AOI
640,977,-239.53125,-239.53125,-550.5,Outside of AOI
641,995,-239.53125,-239.53125,-549.0,Outside of AOI
642,856,-239.53125,-239.53125,-547.5,Outside of AOI
643,882,-239.53125,-239.53125,-546.0,Outside of AOI
644,822,-239.53125,-239.53125,-544.5,Outside of AOI
645,802,-239.53125,-239.53125,-543.0,Outside of AOI
646,250,-239.53125,-239.53125,-541.5,Outside of AOI
647,219,-239.53125,-239.53125,-540.0,Outside of AOI
648,859,-239.53125,-239.53125,-538.5,Outside of AOI
649,881,-239.53125,-239.53125,-537.0,Outside of AOI
650,823,-239.53125,-239.53125,-535.5,Outside of AOI
651,799,-239.53125,-239.53125,-534.0,Outside of AOI
652,938,-239.53125,-239.53125,-532.5,Outside of AOI
653,918,-239.53125,-239.53125,-531.0,Outside of AOI
654,976,-239.53125,-239.53125,-529.5,Outside of AOI
655,998,-239.53125,-239.53125,-528.0,Outside of AOI
656,820,-239.53125,-239.53125,-526.5,Outside of AOI
657,803,-239.53125,-239.53125,-525.0,Outside of AOI
658,153,-239.53125,-239.53125,-523.5,Outside of AOI
659,183,-239.53125,-239.53125,-522.0,Outside of AOI
660,246,-239.53125,-239.53125,-520.5,Outside of AOI
661,222,-239.53125,-239.53125,-519.0,Outside of AOI
662,115,-239.53125,-239.53125,-517.5,Outside of AOI
663,83,-239.53125,-239.53125,-516.0,Outside of AOI
664,20,-239.53125,-239.53125,-514.5,Outside of AOI
665,46,-239.53125,-239.53125,-513.0,Outside of AOI
666,974,-239.53125,-239.53125,-511.5,Outside of AOI
667,999,-239.53125,-239.53125,-510.0,Outside of AOI
668,114,-239.53125,-239.53125,-508.5,Outside of AOI
669,86,-239.53125,-239.53125,-507.0,Outside of AOI
670,17,-239.53125,-239.53125,-505.5,Outside of AOI
671,47,-239.53125,-239.53125,-504.0,Outside of AOI
672,154,-239.53125,-239.53125,-502.5,Outside of AOI
673,180,-239.53125,-239.53125,-501.0,Outside of AOI
674,249,-239.53125,-239.53125,-499.5,Outside of AOI
675,221,-239.53125,-239.53125,-498.0,Outside of AOI
676,648,-239.53125,-239.53125,-496.5,Outside of AOI
677,627,-239.53125,-239.53125,-495.0,Outside of AOI
678,501,-239.53125,-239.53125,-493.5,Outside of AOI
679,527,-239.53125,-239.53125,-492.0,Outside of AOI
680,458,-239.53125,-239.53125,-490.5,Outside of AOI
681,428,-239.53125,-239.53125,-489.0,Outside of AOI
682,319,-239.53125,-239.53125,-487.5,Outside of AOI
683,287,-239.53125,-239.53125,-486.0,Outside of AOI
684,357,-239.53125,-239.53125,-484.5,Outside of AOI
685,393,-239.53125,-239.53125,-483.0,Outside of AOI
686,679,-239.53125,-239.53125,-481.5,Outside of AOI
687,708,-239.53125,-239.53125,-480.0,Outside of AOI
688,322,-239.53125,-239.53125,-478.5,Outside of AOI
689,286,-239.53125,-239.53125,-477.0,Outside of AOI
690,358,-239.53125,-239.53125,-475.5,Outside of AOI
691,390,-239.53125,-239.53125,-474.0,Outside of AOI
692,498,-239.53125,-239.53125,-472.5,Outside of AOI
693,528,-239.53125,-239.53125,-471.0,Outside of AOI
694,457,-239.53125,-239.53125,-469.5,Outside of AOI
695,431,-239.53125,-239.53125,-468.0,Outside of AOI
696,362,-239.53125,-239.53125,-466.5,Outside of AOI
697,387,-239.53125,-239.53125,-465.0,Outside of AOI
698,765,-239.53125,-239.53125,-463.5,Outside of AOI
699,741,-239.53125,-239.53125,-462.0,Outside of AOI
700,680,-239.53125,-239.53125,-460.5,Outside of AOI
701,706,-239.53125,-239.53125,-459.0,Outside of AOI
702,566,-239.53125,-239.53125,-457.5,Outside of AOI
703,592,-239.53125,-239.53125,-456.0,Outside of AOI
704,652,-239.53125,-239.53125,-454.5,Outside of AOI
705,624,-239.53125,-239.53125,-453.0,Outside of AOI
706,461,-239.53125,-239.53125,-451.5,Outside of AOI
707,426,-239.53125,-239.53125,-450.0,Outside of AOI
708,565,-239.53125,-239.53125,-448.5,Outside of AOI
709,595,-239.53125,-239.53125,-447.0,Outside of AOI
710,649,-239.53125,-239.53125,-445.5,Outside of AOI
711,625,-239.53125,-239.53125,-444.0,Outside of AOI
712,767,-239.53125,-239.53125,-442.5,Outside of AOI
713,737,-239.53125,-239.53125,-441.0,Outside of AOI
714,683,-239.53125,-239.53125,-439.5,Outside of AOI
715,705,-239.53125,-239.53125,-438.0,Outside of AOI
716,596,-239.53125,-239.53125,-436.5,Outside of AOI
717,563,-239.53125,-239.53125,-435.0,Outside of AOI
718,425,-239.53125,-239.53125,-433.5,Outside of AOI
719,462,-239.53125,-239.53125,-432.0,Outside of AOI
720,534,-239.53125,-239.53125,-430.5,Outside of AOI
721,493,-239.53125,-239.53125,-429.0,Outside of AOI
722,394,-239.53125,-239.53125,-427.5,Outside of AOI
723,355,-239.53125,-239.53125,-426.0,Outside of AOI
724,283,-239.53125,-239.53125,-424.5,Outside of AOI
725,324,-239.53125,-239.53125,-423.0,Outside of AOI
726,735,-239.53125,-239.53125,-421.5,Outside of AOI
727,770,-239.53125,-239.53125,-420.0,Outside of AOI
728,395,-239.53125,-239.53125,-418.5,Outside of AOI
729,354,-239.53125,-239.53125,-417.0,Outside of AOI
730,284,-239.53125,-239.53125,-415.5,Outside of AOI
731,323,-239.53125,-239.53125,-414.0,Outside of AOI
732,424,-239.53125,-239.53125,-412.0,Outside of AOI
733,463,-239.53125,-239.53125,-410.5,Outside of AOI
734,533,-239.53125,-239.53125,-409.0,Outside of AOI
735,494,-239.53125,-239.53125,-407.5,Outside of AOI
736,353,-239.53125,-239.53125,-406.0,Outside of AOI
737,396,-239.53125,-239.53125,-404.5,Outside of AOI
738,773,-239.53125,-239.53125,-403.0,Outside of AOI
739,731,-239.53125,-239.53125,-401.5,Outside of AOI
740,678,-239.53125,-239.53125,-400.0,Outside of AOI
741,710,-239.53125,-239.53125,-398.5,Outside of AOI
742,559,-239.53125,-239.53125,-397.0,Outside of AOI
743,601,-239.53125,-239.53125,-395.5,Outside of AOI
744,654,-239.53125,-239.53125,-394.0,Outside of AOI
745,620,-239.53125,-239.53125,-392.5,Outside of AOI
746,468,-239.53125,-239.53125,-391.0,Outside of AOI
747,419,-239.53125,-239.53125,-389.5,Outside of AOI
748,560,-239.53125,-239.53125,-388.0,Outside of AOI
749,598,-239.53125,-239.53125,-386.5,Outside of AOI
750,657,-239.53125,-239.53125,-385.0,Outside of AOI
751,619,-239.53125,-239.53125,-383.5,Outside of AOI
752,772,-239.53125,-239.53125,-382.0,Outside of AOI
753,734,-239.53125,-239.53125,-380.5,Outside of AOI
754,675,-239.53125,-239.53125,-379.0,Outside of AOI
755,711,-239.53125,-239.53125,-377.5,Outside of AOI
756,653,-239.53125,-239.53125,-376.0,Outside of AOI
757,622,-239.53125,-239.53125,-374.5,Outside of AOI
758,489,-239.53125,-239.53125,-373.0,Outside of AOI
759,537,-239.53125,-239.53125,-371.5,Outside of AOI
760,465,-239.53125,-239.53125,-370.0,Outside of AOI
761,423,-239.53125,-239.53125,-368.5,Outside of AOI
762,329,-239.53125,-239.53125,-367.0,Outside of AOI
763,279,-239.53125,-239.53125,-365.5,Outside of AOI
764,351,-239.53125,-239.53125,-364.0,Outside of AOI
765,397,-239.53125,-239.53125,-362.5,Outside of AOI
766,674,-239.53125,-239.53125,-361.0,Outside of AOI
767,713,-239.53125,-239.53125,-359.5,Outside of AOI
768,326,-239.53125,-239.53125,-358.0,Outside of AOI
769,280,-239.53125,-239.53125,-356.5,Outside of AOI
770,350,-239.53125,-239.53125,-355.0,Outside of AOI
771,400,-239.53125,-239.53125,-353.5,Outside of AOI
772,492,-239.53125,-239.53125,-352.0,Outside of AOI
773,536,-239.53125,-239.53125,-350.5,Outside of AOI
774,466,-239.53125,-239.53125,-349.0,Outside of AOI
775,420,-239.53125,-239.53125,-347.5,Outside of AOI
776,826,-239.53125,-239.53125,-346.0,Outside of AOI
777,797,-239.53125,-239.53125,-344.5,Outside of AOI
778,147,-239.53125,-239.53125,-343.0,Outside of AOI
779,187,-239.53125,-239.53125,-341.5,Outside of AOI
780,256,-239.53125,-239.53125,-340.0,Outside of AOI
781,214,-239.53125,-239.53125,-338.5,Outside of AOI
782,121,-239.53125,-239.53125,-337.0,Outside of AOI
783,79,-239.53125,-239.53125,-335.5,Outside of AOI
784,10,-239.53125,-239.53125,-334.0,Outside of AOI
785,54,-239.53125,-239.53125,-332.5,Outside of AOI
786,968,-239.53125,-239.53125,-331.0,Outside of AOI
787,1005,-239.53125,-239.53125,-329.5,Outside of AOI
788,122,-239.53125,-239.53125,-328.0,Outside of AOI
789,76,-239.53125,-239.53125,-326.5,Outside of AOI
790,13,-239.53125,-239.53125,-325.0,Outside of AOI
791,53,-239.53125,-239.53125,-323.5,Outside of AOI
792,146,-239.53125,-239.53125,-322.0,Outside of AOI
793,190,-239.53125,-239.53125,-320.5,Outside of AOI
794,253,-239.53125,-239.53125,-319.0,Outside of AOI
795,215,-239.53125,-239.53125,-317.5,Outside of AOI
796,14,-239.53125,-239.53125,-316.0,Outside of AOI
797,51,-239.53125,-239.53125,-314.5,Outside of AOI
798,943,-239.53125,-239.53125,-313.0,Outside of AOI
799,913,-239.53125,-239.53125,-311.5,Outside of AOI
800,970,-239.53125,-239.53125,-310.0,Outside of AOI
801,1004,-239.53125,-239.53125,-308.5,Outside of AOI
802,854,-239.53125,-239.53125,-307.0,Outside of AOI
803,886,-239.53125,-239.53125,-305.5,Outside of AOI
804,829,-239.53125,-239.53125,-304.0,Outside of AOI
805,793,-239.53125,-239.53125,-302.5,Outside of AOI
806,257,-239.53125,-239.53125,-301.0,Outside of AOI
807,212,-239.53125,-239.53125,-299.5,Outside of AOI
808,851,-239.53125,-239.53125,-298.0,Outside of AOI
809,887,-239.53125,-239.53125,-296.5,Outside of AOI
810,828,-239.53125,-239.53125,-295.0,Outside of AOI
811,796,-239.53125,-239.53125,-293.5,Outside of AOI
812,946,-239.53125,-239.53125,-292.0,Outside of AOI
813,912,-239.53125,-239.53125,-290.5,Outside of AOI
814,971,-239.53125,-239.53125,-289.0,Outside of AOI
815,1001,-239.53125,-239.53125,-287.5,Outside of AOI
816,810,-239.53125,-239.53125,-286.0,Outside of AOI
817,814,-239.53125,-239.53125,-284.5,Outside of AOI
818,169,-239.53125,-239.53125,-283.0,Outside of AOI
819,165,-239.53125,-239.53125,-281.5,Outside of AOI
820,234,-239.53125,-239.53125,-280.0,Outside of AOI
821,235,-239.53125,-239.53125,-278.5,Outside of AOI
822,95,-239.53125,-239.53125,-277.0,Outside of AOI
823,104,-239.53125,-239.53125,-275.5,Outside of AOI
824,35,-239.53125,-239.53125,-274.0,Outside of AOI
825,30,-239.53125,-239.53125,-272.5,Outside of AOI
826,988,-239.53125,-239.53125,-271.0,Outside of AOI
827,986,-239.53125,-239.53125,-269.5,Outside of AOI
828,96,-239.53125,-239.53125,-268.0,Outside of AOI
829,102,-239.53125,-239.53125,-266.5,Outside of AOI
830,36,-239.53125,-239.53125,-265.0,Outside of AOI
831,29,-239.53125,-239.53125,-263.5,Outside of AOI
832,168,-239.53125,-239.53125,-262.0,Outside of AOI
833,167,-239.53125,-239.53125,-260.5,Outside of AOI
834,233,-239.53125,-239.53125,-259.0,Outside of AOI
835,236,-239.53125,-239.53125,-257.5,Outside of AOI
836,105,-239.53125,-239.53125,-256.0,Outside of AOI
837,94,-239.53125,-239.53125,-254.5,Outside of AOI
838,983,-239.53125,-239.53125,-253.0,Outside of AOI
839,991,-239.53125,-239.53125,-251.5,Outside of AOI
840,934,-239.53125,-239.53125,-250.0,Outside of AOI
841,922,-239.53125,-239.53125,-248.5,Outside of AOI
842,816,-239.53125,-239.53125,-247.0,Outside of AOI
843,806,-239.53125,-239.53125,-245.5,Outside of AOI
844,863,-239.53125,-239.53125,-244.0,Outside of AOI
845,877,-239.53125,-239.53125,-242.5,Outside of AOI
846,158,-239.53125,-239.53125,-241.0,Outside of AOI
847,177,-239.53125,-239.53125,-239.5,Outside of AOI
848,819,-239.53125,-239.53125,-238.0,Outside of AOI
849,805,-239.53125,-239.53125,-236.5,Outside of AOI
850,864,-239.53125,-239.53125,-235.0,Outside of AOI
851,874,-239.53125,-239.53125,-233.5,Outside of AOI
852,980,-239.53125,-239.53125,-232.0,Outside of AOI
853,992,-239.53125,-239.53125,-230.5,Outside of AOI
854,933,-239.53125,-239.53125,-229.0,Outside of AOI
855,925,-239.53125,-239.53125,-227.5,Outside of AOI
856,866,-239.53125,-239.53125,-226.0,Outside of AOI
857,873,-239.53125,-239.53125,-224.5,Outside of AOI
858,240,-239.53125,-239.53125,-223.0,Outside of AOI
859,230,-239.53125,-239.53125,-221.5,Outside of AOI
860,159,-239.53125,-239.53125,-220.0,Outside of AOI
861,175,-239.53125,-239.53125,-218.5,Outside of AOI
862,26,-239.53125,-239.53125,-217.0,Outside of AOI
863,38,-239.53125,-239.53125,-215.5,Outside of AOI
864,109,-239.53125,-239.53125,-214.0,Outside of AOI
865,91,-239.53125,-239.53125,-212.5,Outside of AOI
866,936,-239.53125,-239.53125,-211.0,Outside of AOI
867,921,-239.53125,-239.53125,-209.5,Outside of AOI
868,25,-239.53125,-239.53125,-208.0,Outside of AOI
869,41,-239.53125,-239.53125,-206.5,Outside of AOI
870,106,-239.53125,-239.53125,-205.0,Outside of AOI
871,92,-239.53125,-239.53125,-203.5,Outside of AOI
872,241,-239.53125,-239.53125,-202.0,Outside of AOI
873,227,-239.53125,-239.53125,-200.5,Outside of AOI
874,162,-239.53125,-239.53125,-199.0,Outside of AOI
875,174,-239.53125,-239.53125,-197.5,Outside of AOI
876,573,-239.53125,-239.53125,-196.0,Outside of AOI
877,585,-239.53125,-239.53125,-194.5,Outside of AOI
878,452,-239.53125,-239.53125,-193.0,Outside of AOI
879,437,-239.53125,-239.53125,-191.5,Outside of AOI
880,507,-239.53125,-239.53125,-190.0,Outside of AOI
881,519,-239.53125,-239.53125,-188.5,Outside of AOI
882,365,-239.53125,-239.53125,-187.0,Outside of AOI
883,383,-239.53125,-239.53125,-185.5,Outside of AOI
884,311,-239.53125,-239.53125,-184.0,Outside of AOI
885,297,-239.53125,-239.53125,-182.5,Outside of AOI
886,761,-239.53125,-239.53125,-181.0,Outside of AOI
887,743,-239.53125,-239.53125,-179.5,Outside of AOI
888,369,-239.53125,-239.53125,-178.0,Outside of AOI
889,382,-239.53125,-239.53125,-176.5,Outside of AOI
890,312,-239.53125,-239.53125,-175.0,Outside of AOI
891,294,-239.53125,-239.53125,-173.5,Outside of AOI
892,448,-239.53125,-239.53125,-172.0,Outside of AOI
893,438,-239.53125,-239.53125,-170.5,Outside of AOI
894,506,-239.53125,-239.53125,-169.0,Outside of AOI
895,522,-239.53125,-239.53125,-167.5,Outside of AOI
896,309,-239.53125,-239.53125,-166.0,Outside of AOI
897,298,-239.53125,-239.53125,-164.5,Outside of AOI
898,689,-239.53125,-239.53125,-163.0,Outside of AOI
899,699,-239.53125,-239.53125,-161.5,Outside of AOI
900,757,-239.53125,-239.53125,-160.0,Outside of AOI
901,747,-239.53125,-239.53125,-158.5,Outside of AOI
902,645,-239.53125,-239.53125,-157.0,Outside of AOI
903,629,-239.53125,-239.53125,-155.5,Outside of AOI
904,572,-239.53125,-239.53125,-154.0,Outside of AOI
905,588,-239.53125,-239.53125,-152.5,Outside of AOI
906,504,-239.53125,-239.53125,-151.0,Outside of AOI
907,523,-239.53125,-239.53125,-149.5,Outside of AOI
908,644,-239.53125,-239.53125,-148.0,Outside of AOI
909,632,-239.53125,-239.53125,-146.5,Outside of AOI
910,569,-239.53125,-239.53125,-145.0,Outside of AOI
911,589,-239.53125,-239.53125,-143.5,Outside of AOI
912,690,-239.53125,-239.53125,-142.0,Outside of AOI
913,696,-239.53125,-239.53125,-140.5,Outside of AOI
914,760,-239.53125,-239.53125,-139.0,Outside of AOI
915,746,-239.53125,-239.53125,-137.5,Outside of AOI
916,615,-239.53125,-239.53125,-136.0,Outside of AOI
917,659,-239.53125,-239.53125,-134.5,Outside of AOI
918,542,-239.53125,-239.53125,-133.0,Outside of AOI
919,486,-239.53125,-239.53125,-131.5,Outside of AOI
920,418,-239.53125,-239.53125,-130.0,Outside of AOI
921,469,-239.53125,-239.53125,-128.5,Outside of AOI
922,273,-239.53125,-239.53125,-127.0,Outside of AOI
923,334,-239.53125,-239.53125,-125.5,Outside of AOI
924,403,-239.53125,-239.53125,-124.0,Outside of AOI
925,346,-239.53125,-239.53125,-122.5,Outside of AOI
926,714,-239.53125,-239.53125,-121.0,Outside of AOI
927,672,-239.53125,-239.53125,-119.5,Outside of AOI
928,275,-239.53125,-239.53125,-118.0,Outside of AOI
929,333,-239.53125,-239.53125,-116.5,Outside of AOI
930,404,-239.53125,-239.53125,-115.0,Outside of AOI
931,345,-239.53125,-239.53125,-113.5,Outside of AOI
932,540,-239.53125,-239.53125,-112.0,Outside of AOI
933,487,-239.53125,-239.53125,-110.5,Outside of AOI
934,417,-239.53125,-239.53125,-109.0,Outside of AOI
935,470,-239.53125,-239.53125,-107.5,Outside of AOI
936,335,-239.53125,-239.53125,-106.0,Outside of AOI
937,272,-239.53125,-239.53125,-104.5,Outside of AOI
938,669,-239.53125,-239.53125,-103.0,Outside of AOI
939,717,-239.53125,-239.53125,-101.5,Outside of AOI
940,782,-239.53125,-239.53125,-100.0,Outside of AOI
941,724,-239.53125,-239.53125,-98.5,Outside of AOI
942,663,-239.53125,-239.53125,-97.0,Outside of AOI
943,613,-239.53125,-239.53125,-95.5,Outside of AOI
944,550,-239.53125,-239.53125,-94.0,Outside of AOI
945,608,-239.53125,-239.53125,-92.5,Outside of AOI
946,478,-239.53125,-239.53125,-91.0,Outside of AOI
947,549,-239.53125,-239.53125,-89.5,Outside of AOI
948,664,-239.53125,-239.53125,-88.0,Outside of AOI
949,610,-239.53125,-239.53125,-86.5,Outside of AOI
950,553,-239.53125,-239.53125,-85.0,Outside of AOI
951,607,-239.53125,-239.53125,-83.5,Outside of AOI
952,668,-239.53125,-239.53125,-82.0,Outside of AOI
953,720,-239.53125,-239.53125,-80.5,Outside of AOI
954,779,-239.53125,-239.53125,-79.0,Outside of AOI
955,725,-239.53125,-239.53125,-77.5,Outside of AOI
956,554,-239.53125,-239.53125,-76.0,Outside of AOI
957,605,-239.53125,-239.53125,-74.5,Outside of AOI
958,473,-239.53125,-239.53125,-73.0,Outside of AOI
959,413,-239.53125,-239.53125,-71.5,Outside of AOI
960,480,-239.53125,-239.53125,-70.0,Outside of AOI
961,548,-239.53125,-239.53125,-68.5,Outside of AOI
962,343,-239.53125,-239.53125,-67.0,Outside of AOI
963,407,-239.53125,-239.53125,-65.5,Outside of AOI
964,338,-239.53125,-239.53125,-64.0,Outside of AOI
965,268,-239.53125,-239.53125,-62.5,Outside of AOI
966,783,-239.53125,-239.53125,-61.0,Outside of AOI
967,722,-239.53125,-239.53125,-59.5,Outside of AOI
968,340,-239.53125,-239.53125,-58.0,Outside of AOI
969,408,-239.53125,-239.53125,-56.5,Outside of AOI
970,337,-239.53125,-239.53125,-55.0,Outside of AOI
971,271,-239.53125,-239.53125,-53.5,Outside of AOI
972,476,-239.53125,-239.53125,-52.0,Outside of AOI
973,412,-239.53125,-239.53125,-50.5,Outside of AOI
974,481,-239.53125,-239.53125,-49.0,Outside of AOI
975,545,-239.53125,-239.53125,-47.5,Outside of AOI
976,845,-239.53125,-239.53125,-46.0,Outside of AOI
977,895,-239.53125,-239.53125,-44.5,Outside of AOI
978,264,-239.53125,-239.53125,-43.0,Outside of AOI
979,203,-239.53125,-239.53125,-41.5,Outside of AOI
980,138,-239.53125,-239.53125,-40.0,Outside of AOI
981,198,-239.53125,-239.53125,-38.5,Outside of AOI
982,1,-239.53125,-239.53125,-37.0,Outside of AOI
983,65,-239.53125,-239.53125,-35.5,Outside of AOI
984,130,-239.53125,-239.53125,-34.0,Outside of AOI
985,68,-239.53125,-239.53125,-32.5,Outside of AOI
986,957,-239.53125,-239.53125,-31.0,Outside of AOI
987,902,-239.53125,-239.53125,-29.5,Outside of AOI
988,2,-239.53125,-239.53125,-28.0,Outside of AOI
989,61,-239.53125,-239.53125,-26.5,Outside of AOI
990,133,-239.53125,-239.53125,-25.0,Outside of AOI
991,67,-239.53125,-239.53125,-23.5,Outside of AOI
992,263,-239.53125,-239.53125,-22.0,Outside of AOI
993,207,-239.53125,-239.53125,-20.5,Outside of AOI
994,135,-239.53125,-239.53125,-19.0,Outside of AOI
995,199,-239.53125,-239.53125,-17.5,Outside of AOI
996,129,-239.53125,-239.53125,-16.0,Outside of AOI
997,70,-239.53125,-239.53125,-14.5,Outside of AOI
998,962,-239.53125,-239.53125,-13.0,Outside of AOI
999,1010,-239.53125,-239.53125,-11.5,Outside of AOI
1000,953,-239.53125,-239.53125,-10.0,Outside of AOI
1001,905,-239.53125,-239.53125,-8.5,Outside of AOI
1002,839,-239.53125,-239.53125,-7.0,Outside of AOI
1003,785,-239.53125,-239.53125,-5.5,Outside of AOI
1004,842,-239.53125,-239.53125,-4.0,Outside of AOI
1005,896,-239.53125,-239.53125,-2.5,Outside of AOI
1006,134,-239.53125,-239.53125,-1.0,Outside of AOI
1007,201,-239.53125,-239.53125,0.5,Outside of AOI
1008,836,-239.53125,-239.53125,2.0,Outside of AOI
1009,786,-239.53125,-239.53125,3.5,Outside of AOI
1010,841,-239.53125,-239.53125,5.0,Outside of AOI
1011,899,-239.53125,-239.53125,6.5,Outside of AOI
1012,965,-239.53125,-239.53125,8.0,Outside of AOI
1013,1009,-239.53125,-239.53125,9.5,Outside of AOI
1014,954,-239.53125,-239.53125,11.0,Outside of AOI
